statement_clean,justification_clean,label_num,label_tf
worlds 62 richest people wealth 36 billion poorest,data federal expenditures national science foundation show percentage gross domestic product spending dropped 62 percent since 1964,4,1
says state sen sheila harsdorf wants eliminate medicare know,could find backup search harsdorfs position said simply shes focused state issues indeed campaign literature highlights woman wouldnt affected disputes cant afford medicare end,0,0
startup rate hispanic businesses three times national rate,roberts said twothirds people receive minimum wage female actual figure little bit lower federal data shows 62 percent people earn federal minimum wage women federal data limitations account women states higher minimum wage one study says federal government raises minimum wage 10 10 hour women benefit men 5545 percent spread,3,1
says elizabeth warren lied says want abolish federal minimum wage,trump said elizabeth warren lied says want abolish federal minimum wage yet trump asked would federal floor states going higher wish trump said simply used trumps words,2,0
mexican government officials hand brochures showing individuals avoid border patrol get country,state party chairman blaise ingoglia doesnt get appoint delegates however gets recommend 15 delegates state partys executive board takes vote lewandowski doubled number exaggerated ingoglias power 99 delegates chosen party leaders congressional districts also lewandowski proof ingoglia avid outward supporter rubios presidential bid ingoglia donated 1 250 rubio senate candidate senator years ran president,2,0
precedent nominating someone us supreme court middle presidential election,february 2016 article cook political report university georgia political scientist john anthony maltese notes also presidential electionyear nominations made supreme court 1800s rating ryan said precedent nominating someone u supreme court middle presidential election rare supreme court vacancy occur presidential election year last time 1940 although also two electionyear nominations 1968 could find instances president faced supreme court vacancy presidential election year make nomination occurred five times 1912 1940 time nominee confirmed,1,0
united nations conducted 172 successful peacekeeping missions negotiations,governor said administration balanced two budgets 13 billion deficits without raising taxes several experts said cuts tax credit programs could represent tax hike christie technically correct balanced two budgets 13 billion deficits figure includes projected structural deficit governor since dismissed structural deficits old way budgeting cant one way one year change next year,4,1
give sense families struggling record four every 10 school kids ohio qualifies subsidized lunch,even though make oral arguments even appear justices key players involved hobby lobby hosannatabor cases say played important even instrumental roles shaping legal arguments strategy ruling limited reach americans disabilities act federal law administered executive branch headed president barack obama,5,1
thats legal find somebody elses salary even youre exactly job retaliated including fired places,cites graduation rates significantly lower um compared notre dame stanford ncaadeveloped academic progress rate measure awards points students remaining academically eligible enrolled school thats definition academic achievement wed like know sign classes nagel sport management professor south carolina summed best sneaking suspicion time three schools discussed breath spirit within halls university miamis administrative offices,2,0
nevada republicans didnt one single thing cut spending 2015,fact consumer interest rates could increase future rates far increased one indicator offers new credit cards regardless stumble dcccs line gibbs blamed individually downgrade potential consequences way gives freshman legislator equal billing speaker house john boehner,2,0
two million new jobs created california since 2011,huntsman said passed flat tax cut income taxes 30 percent flat tax question changes huntsman certainly made flatter tax one replaced since changes oversaw combined several tax brackets one tax remains complicated calculate pure flat tax would think people hearing huntsmans comment would believe touting 30 percent cut people actually pay tax time numbers arent close,5,1
says portland school gives muslim students school provided prayer room prayer rugs lets class five times day pray allah,tried get touch taft one last time let address loose ends ill leave comments wrote email,0,0
also cutting forest service economic development program strayed far mission funded music festival,enough yettobechosen yettodeclare delegates go pauls way could land nearly 200 delegates paul 137 delegates wrote supporters shattering predictions,2,0
23billion budget deficit inherited came office became 29billion surplus,estimated ammunition inventories agencies also continue fall inventories purchases going usage roughly equaling purchases government clearly stockpiling ammunition buchal correct assertion government hundreds millions rounds hand even later acknowledged likelihood rounds used training purposes,3,1
romney left massachusetts 245million debt big governmentmandated health care system,might call victim success noting much program expected cost mccain fails note much program projected save,2,0
says scott walker brags lot independent agency investigate police shootings course didnt fund,walker cited fact law signed first country require independent investigations deaths involve police officers include 201517 budget proposal funds requested state department justice five positions implement law however three months later budget process walker signed final budget included money four positions added spending plan state lawmakers ultimately walker include funding although legislature included version budget,2,0
says milwaukee county parks director sue black received pay raise five years,black got nothing department heads received bumps 2008 holloway gave raise recently handled lowkey manner abele apparently wasnt aware main thrust good work rewarded black went seven years without raise example,4,1
least 23 countries refuse take people back theyve ordered leave united states including large numbers violent criminals,bottled drinks 5 cents cheaper utility companies used charge 3 percent extra energy programs frankly think easier avoid 5 cent charge bags bypass bottled drinks public purpose charge utility bills,4,1
exportimport bank doesnt cost taxpayers anything,still three initial redistricting plans preclearance one plan survived decade unscathed justice department federal courts,3,1
massachusetts half primary care doctors accepting new patients,club growth tv ad states trump supports wall street bailout trump made multiple statements support tarp bailout banks late 2008 2009 however ad omits raised concern banks received billions loaning,5,1
done unprecedented ive said agency look regulations already books dont make sense lets get rid,obviously every resident region commuter already pay congestion tax wasted time fuel tax vs tax argument said brantley former communications director perdue politifact georgia calculated much resident would pay year additional sales tax excluding people age 18 estimate 132 37 year total comes close arcs estimate,0,0
health care law 2 733page bill amendments,amount refers savings expected obamacares reductions growth medicare spending 10 years primarily paid insurers hospitals savings credited health care law keep adding deficit important details give context statement,3,1
says tom barrett voted ban 15 different kinds guns even lot common deer rifles,klobuchar said united states 1 producer oil world united states worlds largest oil producer since late 2012,2,0
says ted cruz supporter legalizing people country illegally proposed giving work permits,10 cities populations closest austins size ranged boston 645 169 detroit 910 921 among boston charlotte fort worth twoyear terms seven cities fouryear terms according checks city websites interviews respective city officials 70 percent cities close population austin represented council members elected fouryear terms,1,0
says president barack obama utter words radical islamic terrorism matter policy nobody administration say words radical islamic terrorism,sense larson correct constitution gave tool delay vote critical fact would give different impression left wisconsin filibuster provision,5,1
facebook unveiled new rules stop users creatingposts related way religion,actually supported expansion governmentrun plan everyone would medicarelike coverage including seniors nrcc ad completely distorts plan attempt scare seniors,0,0
homosexual behavior cuts lifeby 20 years,staff recently found 15page document swiss cheese thought classic example government overreach however congressmans statement gives impression swiss cheese grading completely convey works swiss cheese grading done federal government regulation cheese industry seeks regulation foisted upon,1,0
president obama declared disasters 48 50 states year,im confident would exact payout throughout country game said summarize looking casinos whole way foxwoods mohegan sun calculate payout percentages may make look like better bet gamblers whether applies mohegan sun depends month,4,1
democrats health care bills would provide free health care illegal immigrants,contacted trumps organization michael cohen political aide said point trump making money yet playing police officer entire world whose expense south korea signed agreement cover labor logistical construction costs running hundreds millions dollars annually,1,0
says 12 year council seatwarmer never chaired vice chaired led single council committee meeting,wheeler soglin heaped praise law enforcement professionalism said significant tension crowds cops puzzled called ryans office asked referring comments riots comparison week madison protests 18 days led resignation president egypt,1,0
says donald trump mike pence want gamble retirement benefits stock market,reid said pence trumpwant gamble retirement benefits stock market pence may record supporting republican proposals change social security allow investment private funds trump clearly repeatedly said campaign cycle plans modify social security introduce elements similar bushs failed 2005 attempt restructure entitlement program,2,0
dont spend money pier money wipe general funds city county send county never see,bishop said page initially posted february 2010 months september arrests eggelletion gallagher salesman time tell members broward county commission get arrested,3,1
says recall elections aimed remove republican officials office cost tens millions dollars run,say long chairman perry legendall perry indeed endorsed gore president hold campaign leadership post,2,0
says donald trump gall say prisoners war like john mccain arent heroes,clinton accused trump speech thursday gall say prisoners war like john mccain arent heroes one sense point trump fact say john mccain hero despite pow record although trump since taken comments back called mccain hero however clintons speech intended broadly attack trumps national security credentials yet trump never made general statement pows heroes even mccainspecific comments insinuate fact insisted contrary multiple occasions,3,1
says george lemieux one two republicans voted president barack obamas jobs bill,macks ad puts lot spin basic facts says george lemieux one two liberal republicans voted barack obamas liberal jobs bill failed help economy certainly liberal tag gives ad bite simply checking whether lemieux one two republican senators voted jobs bill supported president,5,1
average minimum wage worker 35 years old,see sadler reached conclusion raw terms public debt gross federal debt doubled fiscal years corresponding bushs presidency however adjusting inflation gross debt increased 70 percent years public debt increased 88 percent,2,0
without medicaid expansion 275 000 ohioans could getting primary care emergency rooms costing everybody lot money,editors note garvey returned call feb 28 2011 item posted could cite source purported quotation said heard fitzgerald make perhaps cable television talk show,4,1
young black males involved criminal justice system higher education,jeb bush said tax policies george w bush created dynamic effect high growth definition high course relative look directly comparable examples past five presidents records average annual inflationadjusted growth gross domestic product george w bush ranked fourth among five presidents trailed two strongest presidents regard clinton reagan particularly wide margin reagans policies included tax cuts tax increases bush far maintained lead obama although obamas tenure finished yet still always worth noting presidents impact economy allencompassing,1,0
michelle nunn praised occupy movement,argument based oped wrote 2011 oped referenced occupy couple times nunn supporters say intent article talk young people role marketplace bulk oped millennials,2,0
barack obama began presidency apology tour,mccain ad would right said people enter country illegally nearly half come arizona,0,0
says ron johnson benefiting several super pacs,stotsky stated common core expects english teachers spend least half reading instructional time every grade level informational texts common core emphasize informational texts specifically counts reading informational texts science math history classes says english classes must focus literature well literary nonfiction decisionmaking students read english classes left local state levels editors note report updated include stotskys comments received initial publication,1,0
georgia 9th highest rate adults ages 18 64 without high school diploma ged,governors office directly responsible 14 million increased state spending 7 percent 196 million spending increase caught medinas attention one caution virtually every agency official government watcher spoke warned drawing conclusions spending budget trends solely looking one quarter activity partly spending fluctuate based various grants loans passed finally medina correct overall spending agencies executive portion state government went 13 5 percent first quarter placing responsibility perrys feet isnt justified,5,1
hillsboroughs public transportation commission rule says cabbies wear socks mean please come,jindal said economy louisiana grown 50 percent faster national gdp even since national recession however worth remembering taking one crack numbers tell incomplete story,5,1
says even children obamacare would still carry insurance covers pediatric maternity newborn care even though need,cahn concedes people feel stressed depressed economy goes bust may drink use drugs attempt cope says may indirect tie oregons rising numbers appears oregons junior senator right numbers kids abused sour economy may deserve blame,2,0
federal hate crimes prevention act bill would create special protection pedophiles,statement backed recent study estimating roughly 40 percent new jersey doctors accepting new medicaid patients 2011 study also suggests fewer physicians accept patients states lower medicaid payment rates,0,0
south florida weve nine inches sealevel rise since 1920s,obama said united states advanced country earth doesnt guarantee paid maternity leave workers unless live one three states mandate paid maternity leave required uncommon among employers result united states smallest population women eligible paid maternity leave among developed countries developed countries surveyed international labor organization mandate least paid maternity leave however worth noting benefit exactly universally enjoyed parts developed world due restrictions exclusions certain workers,5,1
says new healthcare law full parttime workers required buy insurance costing 375 1 000 month starting 2014,trump said hollywood celebrities endorsing hillary clinton many cases celebrities arent hot anymore trump point hundreds celebrities endorsing clinton faded data doesnt lie many prolific clintonbacking stars remain popular according several metrics social media influence earning potential popularity celebrity news blogs websites supporters like katy perry justin timberlake meryl streep george clooney arguably visible enthusiastic,3,1
gov bill haslam making economic development department sharia compliant hiring woman specializes sharia compliance thats job,take two days interest payments believe adds 150 million total eclipse highest estimate f35 jet 112 million graves office estimates total cost per jet 132 million using july report congressional research service used politifact virginia report determine average daily debt payment china,0,0
ilana shafran mandels stake forest city enterprises constitutes significantly less 1 percent companys shares implication conflict interest legally incorrect,isnt say democrats wont look roughly halfamilliondollar stake forest city ask whether husband abstained voting strictly principle willing bet mandel campaign accurate describing share forest city ownership minor correct citing 1999 advisory opinion would appear apply mandels legislative vote,5,1
residents could received nearly 48m local schools fire district sheriffs dept social services,berkowitz thought alternative explanation age choice germans similar program americans used model berkowitz also pointed median age might reflect real life expectancy number skewed large share infant deaths survive infancy life expectancy goes course cant sure fdr thinking purposes becks statement couple years overall point right life expectancy retirement age 65,2,0
teenage births cost texas taxpayers 11 billion health care foster careand lost tax revenue 2010 alone,perry said last seven years tenure texas created 1 5 million new jobs matter fact without texas america would lost 400 000 jobs figures hold though perry cherrypicked time period arguably giving texas gloss might get periods generally governor determines job gains losses state outside factors tend prevail texas fracking boom comes mind governors dont create oil gas fields correction 1240 p june 18 2015 fact check revised correct error quoting email cheryl abbot bls,3,1
congressman mark neumann voted four times increase debt,would hardpressed come constitutional basis richardson campaign return phone call seeking clarification founding fathers dead god available opinion,3,1
says texas lawmakers agreed cut states rainy day fund half spending 4 billion current 8 billion,kafoury also lobbied federal officials grant closed remaining funding gap work around grant largely staffdriven kafoury played pivotal role securing bridges first big chunk money key getting going wasnt show leadership project legislators buy transportation bill leaders adams wheeler cogen helped secure money city portland,2,0
mayor south pasadena actually reduced property taxes collected,sanders said africanamericans ages 17 20 real unemployment rate 51 percent terminology numbers used check general point correct applestoapples comparison africanamerican youth significantly worse prospects job market either hispanics whites,2,0
says ovide lamontagne wants eliminate kindergarten,furthermore irs treatment progress freedom foundation abraham lincoln opportunity foundation dont clear either even groups cleared would blot negate house representatives historic decision reprimand,2,0
scott maddox lobbyist,lastly turned texas film commission says website certain commercials ads state agencies portray texas negatively arent eligible incentives otherwise state law permits incentives tv commercial project 5 percent amount spent project state according commission qualify maker must spend least 100 000 texas least 60 percent shooting days must completed state least 70 percent paid crew cast extras must texas residents nashed told us tv commercial projects continue eligible incentives 201213,5,1
without ethanol gas prices would least 15 higher gas four bucks means youre saving 12 bucks 20 gallon fill,social media sites buzzed news metro atlanta pastor creflo dollar endorsed trump reports based satirical news site parody site picked aslegitimate news went viral dollar dissed reports categorically untrue,3,1
recently though media reported thousands illegal voters commonwealth,could find record rating kaleka said wisconsin sold fresh water california lost bunch jobs bunch farmland,0,0
weve excluded lobbyists policymaking jobs,know mark patterson chief staff treasury secretary tim geithner took one information released white house lawmakers media reports started asking questions public records show patterson worked lobbyist goldman sachs 2008 obama said excluded lobbyists policymaking jobs thats case know least four taken policymaking roles obama administration fryes title even contains word policy,1,0
four balanced budgets row new taxes anyone best job growth 12 years nearly 130 000 new privatesector jobs merit pay reward new jerseys best teachers education funding ever,bottom10 schools included seven choice schools three mps 10 top included five mps four voucher schools lutheran one independent charter rating darling said 50 milwaukee schools serving least 80 africanamerican least 80 low income students reading proficiency 8 thats accurate within tenths percentage point states tougher new grading scale,4,1
says exonerated every single case 1990s ethics violations charges,walker presents final official offering cautionary notes caveats even though many walker credits policies improvement overstates impact governor make broad economic trends short period time mixing everything together making clear numbers preliminary walker ignores critical facts would give different impression,0,0
immigration president said 22 times 22 times couldnt eventually,thats case ogdens work adultoriented companies came 15 years ago reflects fraction body work attorney private practice government appreciate ogdens point made repeatedly hearing lawyers sometimes take position behalf client doesnt necessarily reflect views attorney still undisputed ogden significant legal work behalf playboy adult businesses matter many years clients ago,4,1
make 250 000 year really take home 125 000,adler said 57 jobs created 2009 2013 pay families living wage precise thats estimated share net jobs added multicounty austin area austin alone pegged median wages less living wage adult one child families vary size though related living wages,1,0
state rep elena parent supported governor nathan deals plan slash hope scholarship,first deal support key democrats trying prevent hope going broke accuse parent conspiring republican governor slash popular program way base say parent supported plan ultimately voted seems significant distortion record,1,0
says oversaw audit city 2 million franchise fees,1999 letter gives smith little fuel concluding otherwise seems reasonable us house members writing letter wanted limit appeal legal immigrants would said least saying opposed discretion illegal immigrants halt proposal smith hopes bar government using discretion,4,1
says richard devlin raised taxes 1 billion single day,brian gottstein spokesman attorney general said senate cuccinelli voted two unsuccessful bills would raised dollar amount theft becomes felony cuccinelli also gave another reason change felt rights restoration good society overall could potentially reduce recidivism im looking ways make reentry work record shows cuccinelli changed position voting rights restoration attorney general acknowledges,3,1
says 80 percent north carolinians support concept men womens restrooms changing rooms bathrooms etc,prominent conservative group civitas find 70 80 percent two polls although serious doubts question found 80 percent support two polls fromthe less partisan surveyusa partnership local tv stations found 56 percent 51 percent north carolinians support idea,3,1
president barack obama secretary state john kerry agreed lift irans economic arms sanctions without proof change conduct,governors planning spend money didnt raise tolls corzines approval new jersey turnpike authority approved twophase toll increase october 2008,1,0
says federal regulations adopted 2011 increased cost vehicle business 10 000,obama point incomes typical family fallen since 2000 adjusted inflation using time frame treats obamas tenure bushs tenure equally decline 3 percent 6 percent cited meanwhile obamas larger point blaming republicans weak economy found consensus obama partly completely defensible ground,4,1
rail doesnt great job lessening traffic,rate include people dropped labor force stopped looking work consider job quality people considered underemployed measure late 1990s early 2000s employment 3 percent range rating walker said people employed year point history wisconsin,4,1
says barack obamas comments indicate believes redistribution wealth,obama even critical government agencies chicago clip obama also spoke ways foster competition innovation obama spoke redistribution way government create even playing field everyone encourage competition clip 1998 audio romney referenced criticize obama doesnt tell complete story,4,1
people working clean green energy oil gas country,perry cited figure privatesector jobs hes previously used describe total employment gains could lead close followers campaign misimpression nearly job gains private sector contrary government jobs represented 27 percent total even though perry 200 000 neighborhood millionjobs statement,5,1
isis leader abu bakr al baghdadi released obama 2009,company based bermuda insurance reinsurance companies bermuda highprofile issue u based insurance companies seeking reverse treaty bermuda say puts disadvantage compared bermudabased competitors obama campaign phrases mccains comments negative light gets substance largely correct mccain said would oppose attempts change current law regards bermuda though singled insurance reinsurance industries protection rather types industries,1,0
says nathan deal killed progun bills 2013,trump said president obama wants take 250 000 people syria neither administration authoritative source said much trump stumped beaumont current plans hold syrian refugees settling increase 2017 nothing close 250 000 figure touted trump administration plans increase refugees admitted countries 70 000 2015 100 000 2017,2,0
austin voters reject proposition 1 completely new cityrun criminal background check process cost millions processing fees additional staff bureaucracy taxpayers getting bill,trump said america lost third manufacturing jobs since 1997 enactment two trade deals supported bill hillary clinton government figures show 30 percent decline manufacturing jobs bill clinton advocated deals hillary clinton played official role spoken favor trade agreements trumps statement overlooks manufacturing employment climbed passage nafta general consensus among economists overall nafta neither helped hurt american workers theres broad agreement chinas entry wto come price many american manufacturing jobs estimates ranging million 2 million would less half manufacturing jobs lost trump talked trumps focus clintons also overlooks key role played republicans,1,0
says alex sink supported higher sales taxes,hes also right final rules package includes many provisions democrats oppose written republicans alone way process worked house long anyone remember believe hoyer significantly overstepped said zero democratic input process democratic input may advisory gop leaders reach several democrats conversations rules package draft something republicans obligation,2,0
monica wehby jason conger causing devastating consequences nearly 23 000 oregonians looking work,still president said otto raddatzs death caused delay surgery caused insurers decision rescind policy peggy raddatz testified government intervention enabled brother procedure lived despite cancer another three half years raddatz eventually died earlier year sister said death came waiting second procedure happen transplant donor unexpectedly fell ill,0,0
obama shunned opportunity talk soldiers thank service,stargell said editorial states beer unregulated per capita production significantly higher office credited redner opponent bill source line redner referring analysis economist brewers trade group said favorable regulation led higher production craft breweries also doesnt specify craft brewing fact analysis found didnt seem much link state regulation total production large small breweries,1,0
large phone companies trade association hired 35 registered lobbyists influence pass sb 271 deregulation legislation,say simply case spending x save seems somewhat disingenuous political statements one needs context,4,1
bill white discriminating hes taking jobs african americans giving friends,later ruling judge noted capitol rotunda closer outofdoors traditional public forum capacious gathering space unique history place government public discourse admits indeed designed certain level disturbance would proper typical state office building even typical state capitol conleys ruling also noted rotunda location states holiday tree setting numerous events ceremonies rating video taylor said building designed public gatherings place business buildings nomination national historic landmark makes clear designed open public various gatherings,0,0
many uninsured americans young,one critical fact brown separately cosponsored small business paperwork relief act another potential bill baccus get rid paperwork requirement nov 18 11 days vote slammed,4,1
says tammy baldwin supports law government take decisions medicine doctors hospitals,practical terms would happen rating thompson said baldwin supports law government take decisions medicine doctors hospitals,1,0
since 1978 college tuition nationwide gone something like four times rate inflation,example 1990 2014 net tuition paid instate students public fouryear schools across country doubled contrast published tuition prices tripled time period rating walker said since 1978 college tuition nationwide gone something like four times rate inflation average tuition prices national center education statistics inflation rates bureau labor statistics back point,5,1
four members rhode island general assembly went vote 2010 told already voted,even though news article excerpts richards cited referred cuts acknowledged reductions growth future spending rating duffy said federal health care reform law slashed 500 billion medicare law already reduced medicare spending 500 billion duffy suggests,1,0
taxing small businesses rates higher corporations,credible study suggests many even smallbusinesses income new top tax rate wont touch system allows file corporate tax system desire,2,0
says gubernatorial candidate chris christie promised school cuts,gina hinojosa said texas higher incarceration rate russia iran based numbers reported russia iran checks statement also holds whether use expansive u census measure texas correctional populations bureau justice statistics rate based sentenced prisoners still assumes figures iran russia perfectly comparable texas countsand sure,5,1
cost fire rhode island anywhere 33 percent 100 percent expensive anywhere else could find,kentucky opportunity coalition ad said estate tax threat family farms exemption levels changed farmers could affected bureaucratic accounting hurdles avoid tax difficult navigate without assistance even fewer position cant pay liability provisions make payment process easier farmers estate holders estate tax generally affects wealthy nearly 98 percent paid top 5 percent earners,3,1
says us rep john barrow left taxpayers hook 950k study genetic makeup ants,erika sanzi said 10 000 rhode island children charter school lotteries fall 70 percent poor indicating familys income qualifies free reducedpriced lunch addition majority students color weve shown theres way sanzi anyone else know precise demographic makeup children rhode islands charter school lotteries state records show threequarters students actually enrolled charter schools students color 78 percent drawn four communities high percentage poor hispanic children,3,1
new hampshire spent 3 million jeb bush spent 44 million came five came number one,llanes said 78702 nations secondmost gentrified zip code according one breakdown east austin area experienced nations secondgreatest urban increase white residents 2000 2010 however changes white residents alone accurate way measure gentrification multifactored indicators including changes poverty median household income value singlefamily homes 78702 become prosperous stacked zip codes though,4,1
company hired common core testing florida attract every one children become homosexual possibly,ruling demint critics say obama plan amnesty facts plan indicate exaggeration describe way legally amnesty focuses group people grants permanent pardon obama administrations policy could reasonably said focus group deferring deportation forgiveness relief offers limited time concerns policy might lead valid topic discussion go beyond policy actually says,0,0
wisconsin law anyone knows anything john doe secret criminal investigation cant talk,indications federal law enforcement authorities could file criminal charges cases gun purchase application denied also clear large numbers denials dont involve crime cases provable rating mayors illegal guns said 2009 fbi referred 71 000 cases people failing background checks trying buy gun another federal agency u attorneys ultimately prosecuted 77 two numbers essentially correct statement takes things context significant number cases crime committed cases provable,3,1
health care reform legislation likely mandate free sex change surgeries,release may point mikulskis comment could open door medically necessary coverage conceivably may include sexchange operations unclear whether amendment remain legislation theres nothing specific legislation sexchange procedures nothing else solid indicates coverage provided news release cherrypicked fleeting references gender sexual orientation completely unrelated contexts argue proposed health care legislation would mandate free sexchange surgeries allow illegal aliens less,1,0
bill mccollum said tax cuts dont work,portman said average family bringing home 4 000 less five years ago according census bureau data decline even greater making portmans overall point even stronger data offered,2,0
says highspeed rail project provides shortterm jobs,lot supreme court history first lets review obamas statement ultimately confident supreme court take would unprecedented extraordinary step overturning law passed strong majority democratically elected congress theres simply support assertion law passed strong majority passed along party lines sharply partisan climate 60 votes senate minimum needed keep republicans bottling filibuster unprecedented idea nuanced without question supreme court overturning law passed congress margin common routine occurrence means without precedent volokh gave us close analogy case boerne vs flores religious freedom law glided congress held unconstitutional majority court including two liberal justices however obamas elaboration day later least gives us think argued invalidation health care law would represent court action unseen since great depression issue affects every american ornstein echoed interpretation saying ruling court overturns major social policy challenges prior court rulings would unprecedented taking obama literally historical perspective reflected original statement ruling simply said law passed strong majority overturning would unprecedented,4,1
congress decision spend less around world embassy security contributed tragedies like benghazi,hall offered comment greens suggestion meeting hall supported conservation 20 20 every year shes office including current year say hall considering defunding program would stretch,2,0
shirley sherrod forced resign anybody fox said word,ok leave usbarrow vote stimulus bill mention anything however ant research funds used purposes nrcc headline technically accurate omits important information fully understand issue,4,1
since 2001 higher education state cut allowed erode 35 40 percent,grayson said theres three countries entire world wheretheres paid vacation law happen one grayson spokesman said congressman fumbled talking point bit especially part pair african nations two point trying make viewers voters largely holds united states certainly one countries guarantee paid vacation right outlier among developed nations,4,1
united states invented community college nobody else ever done anything like,wants include people define atheists others agnostics serious doubts existence god atheists dont want someone elses religious beliefs practices foisted upon believe doubt existence supreme power shouldnt lumped atheist category instead said could double number people religions atheists would still outnumber get updates politifactri twitter comment offer ruling visit us politifact rhode island facebook page,4,1
states privatesale background checks handguns 49 percent fewer women shot killed,murphy said floridas regulations payday lending industry stronger almost state consumer advocates pew researchers head consumer financial protection bureau several criticisms floridaslaw including high interest rate pew independent organization says colorado best model law country center responsible lending points 14 states including florida cap interest rates 36 percent better practice,3,1
cost college education gone 1 200 percent since 1978,new hampshire republican chairwoman jennifer horn said eighty years nomination confirmation supreme court justice presidential election year time elapsed actually 76 years horns statement otherwise accurate following sentence means decades bipartisan practice filling seats dubious positions come open time presidents pushed forward nominees,3,1
january 8th important date american history day 1835 day history debt,obama said one leading measure business owners pay wages salaries finally growing faster spend health insurance first time 17 years credited affordable care act experts say obama used bls data accurately reasonably caution laws role dynamic still uncertain data may show different results,4,1
nearly 180 000 illegal immigrants criminal records ordered deported country tonight roaming free threaten peaceful citizens,clintons campaign respond inquiries times even clinton helped observe trial part law class thats different helping panthers trial morris appears taken minor involvement clinton spun much prominent controversial role,4,1
300 000 floridians lose current health plans obamacare plan alex sink supports,graham said sequestration military cut smallest army since 1940 smallest navy since 1915 graham counting number ground troops army number ships navy hes got numbers right fair comparison technology capabilities grown much past century army navy today much capable decades ago even fewer soldiers ships better comparison look u military stands relative nations,3,1
state budget gone 80 percent rick perry,many internal memos destroyed games ended ruling ad priorities usa action says romney olympic uniforms made burma torch bearer uniforms perhaps 11 000 made burma thats uniforms used games particularly athletes visuals ad suggest,4,1
says epa outsourced scientific basis greenhouse gas regulation scandalplagued international organization cannot considered objective trustworthy,yes emails raised questions work clutch scientists put significant dent conclusions reached ipcc,2,0
one inaccuracies raised taxes multiple times run budget absolutely true one tax increase since ive office quarter mill tax unincorporated area,talking immigration iowa clinton said grandparents know came fact one possible misspoke doesnt make comment accurate,1,0
says portland childrens levy holds administrative expenses less 5 percent,sure sauk city isnt small town dmv hours limited dmv site open less rating oliver said sauk city wis id office provides identification voting open fifth wednesday every month total four days 2016 hes correct state dmv office sauk city open four days 2016 isnt place residents go get state id use voting several locations within relatively short drive sauk city open much often,5,1
republicancontrolled wisconsin senate approved bill denying veterans right recover medical costs cancers developed serving country,trump said beating ayotte polls lot however ayotte recent surveys shown new hampshire voters view ayotte favorably trump polls also indicate ayotte locked closer race democratic challenger trump,2,0
since 1995 top 400 wealthiest families seen incomes go 400 percent tax rates go 40 percent,trump said twitter google facebook burying fbi criminal investigation clinton found nothing supportthe idea three tech social media companies reduced thevisibility latest developments clinton email controversy burden trump produce information support statement,4,1
look worldwide number terrorist incidents substantially increased,obama said look worldwide number terrorist incidents substantially increased universally accepted definition terrorist incident universally accepted count based state department data theres 7 percent increase terrorist attacks worldwide 2009 2015 state departments criteria counted terrorist attack stricter databases according starts global terrorism database instance 214 percent rise terrorist attacks 2009 2015 substantial increase,2,0
israels per capita income greater probably threefourths rest world,2005 37 0million people poverty statistically different 2004 says 2005 number poverty remained statistically unchanged 2004 people 18 people 18 64 years old 12 9million 20 5million respectively goes dodd even says 12million 13million children looking flashy quoting precise number 12 9million u census bureaus 2006 report released august 2007 statistically different 2005 although lists number people living poverty 36 5million number children living poverty 12 8million,5,1
barack obama big government economy median wage women dropped 733,dewhurst said hes el nico official estatal quin es un hombre de negocios camp would translate statewide elected official businessman dozens legislators business dewhurst isnt nico regard,1,0
hes office nearly four years 40 wisconsinites dont know us sen ron johnson,situation greenhouse gases becomeemissions become vital issue sugarcane biofuels switch grass cornbased ethanol need independence foreign oil adjusted realities world live today dont adjust realities would stuck past thats significant change opinion biofuel,2,0
past three years deep poverty reached highest level record,hes right sheer number voters record 8 5 million also hes right people ever voted early absentee highest turnout percentage 71 percent 2012 marked 12th highest turnout since 1954,5,1
americans support legalization marijuana,clinton said campaign depends small donations majority support,5,1
personal income growing faster tennessee average state country,trump said dont know anything hillary terms religion reality able find quite lot clintons methodist upbringing beliefs says ties political philosophy documented found experts agree,1,0
us rep jack kingston voted fund obamacare,could done within 140character limit set twitter preston said would certainly throw opposed gops item misrepresents overall results democratic house incumbents,2,0
currently 825 000 student stations sitting empty across florida every district every grade level,second way statement written literally suggests school district 825 000 empty seats common sense tells would impossible think poor word choice intentional exaggeration still number ruling close enough,4,1
14 percent noncitizens registered vote,howard said child care costs states exceed average price tag college tuition state surveys federal college tuition data suggest contrast held 2014 around 20 30 states count varies depending whether focus whats levied care toddler costly infant care,1,0
year president obama canceled 21st annual national day prayer ceremony white house ruse wanting offend anyonebut september 25 2009 4 7 pm national day prayer muslim religion held capitol hill beside white house,lately comments less clear leaning toward optional ongoing program position primary said program gradually phase,2,0
says never received contributions koch brothers,limiting comment housing developers unpopular circles smith suggesting hales cozy relationship one group proposal broader hales wants grant sweeping break developers including sympathetic food cart operators find smiths statement needs little clarification,2,0
mack penny plan federal budget would balance budget 2019 continues gain support,hold portman got nowhere near attention cordray nomination wendy davis efforts texas although koger said hold tantamount filibuster used extract concessions crs described implicit threat filibuster,3,1
